title
"온라인 쇼핑몰 택배 포장, 출고 재고관리 모집/ 주5일 /정규직 쇼핑몰·오픈마켓·소셜커머스, 물류관리자, 자재관리자"
"키오스크/하드웨어, 현장/필드 엔지니어 채용(경력 무관) 솔루션·SI·CRM·ERP, 설치·수리기사, 정비기사, 필드엔지니어"
"[딜리셔스 신상마켓] 물류기획 담당자 채용 쇼핑몰·오픈마켓·소셜커머스, 물류관리자"
"게임 내 캐릭터 의상 디자인 단기 인턴 모집 게임·애니메이션, 그래픽디자이너, 패션디자이너, 일러스트레이터"
"[라포랩스/CIC] 여성패션 AMD (정규직) 쇼핑몰·오픈마켓·소셜커머스, MD"
"[쿠팡] 로켓그로스 세일즈 담당자 (홈/생활용품) - 셀러 성장관리 쇼핑몰·오픈마켓·소셜커머스, MD, 법인영업"
"[아카라라이프] CS/물류 담당자 모집 : 계약직 (경력 1년-7년) 솔루션·SI·CRM·ERP, 인바운드상담원"
"식품온라인 E커머스 쇼핑몰 상품기획 전문가를 모집합니다. 쇼핑몰·오픈마켓·소셜커머스, 온라인마케터, MD, 채널관리자"
"IT스타트업 세일즈 및 경영지원 인력 채용 솔루션·SI·CRM·ERP, 영업지원, 경영지원"
"같이 성장 할수 있는 쇼핑몰관리 Crew를 모십니다. 쇼핑몰·오픈마켓·소셜커머스, 웹기획"
"온라인 쇼핑몰 택배 포장, 출고 재고관리 모집/ 주5일 /정규직 쇼핑몰·오픈마켓·소셜커머스, 물류관리자, 자재관리자"
"키오스크/하드웨어, 현장/필드 엔지니어 채용(경력 무관) 솔루션·SI·CRM·ERP, 설치·수리기사, 정비기사, 필드엔지니어"
"[딜리셔스 신상마켓] 물류기획 담당자 채용 쇼핑몰·오픈마켓·소셜커머스, 물류관리자"
"게임 내 캐릭터 의상 디자인 단기 인턴 모집 게임·애니메이션, 그래픽디자이너, 패션디자이너, 일러스트레이터"
"[라포랩스/CIC] 여성패션 AMD (정규직) 쇼핑몰·오픈마켓·소셜커머스, MD"
"[쿠팡] 로켓그로스 세일즈 담당자 (홈/생활용품) - 셀러 성장관리 쇼핑몰·오픈마켓·소셜커머스, MD, 법인영업"
"[아카라라이프] CS/물류 담당자 모집 : 계약직 (경력 1년-7년) 솔루션·SI·CRM·ERP, 인바운드상담원"
